site_root,html_file,kind,original_ref,absolute_url,local_file,status,bytes,error
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,../../assets/css/7151e5bd3c882af5-general.css,ok,5668,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,ok,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,../../assets/js/jquery.min-c8a53ae4de.js,ok,87553,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,../../assets/js/99b28895640018f0-header.js,ok,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,css,https://ionutojica.ro/wp-content/et-cache/4987/et-core-unified-tb-4691-deferred-4987.min.css?ver=1778355242,https://ionutojica.ro/wp-content/et-cache/4987/et-core-unified-tb-4691-deferred-4987.min.css?ver=1778355242,../../assets/css/et-core-unified-tb-4691-deferred-4987.min-bc39d589e5.css,ok,11014,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,../../assets/js/82ec3d3c84390a2e-instantpage.js,ok,2977,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,../../assets/js/6a358f5f1ef52298-footer.js,ok,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,../../assets/js/scripts.min-4a1d1f4553.js,ok,274461,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,../../assets/js/b6a40b8c22e5dd0e-smoothscroll.js,ok,5644,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,../../assets/js/jquery.fitvids-4a1d1f4553.js,ok,3349,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,../../assets/js/frontend-bundle.min-0b9ad90b74.js,ok,6155,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\4987-2.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,../../assets/js/d71b75b2327258b1-common.js,ok,940,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,../../assets/css/7151e5bd3c882af5-general.css,skipped_existing,5668,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,../../assets/js/jquery.min-c8a53ae4de.js,skipped_existing,87553,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,../../assets/js/99b28895640018f0-header.js,skipped_existing,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,css,https://ionutojica.ro/wp-content/et-cache/474/et-core-unified-tb-4691-deferred-474.min.css?ver=1778417463,https://ionutojica.ro/wp-content/et-cache/474/et-core-unified-tb-4691-deferred-474.min.css?ver=1778417463,../../assets/css/et-core-unified-tb-4691-deferred-474.min-26fa77a7df.css,ok,11014,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,css,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,../../assets/css/mediaelementplayer-legacy.min-f5472c787c.css,ok,11256,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,css,https://ionutojica.ro/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9.4,https://ionutojica.ro/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9.4,../../assets/css/wp-mediaelement.min-cf0506e196.css,ok,4186,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,../../assets/js/82ec3d3c84390a2e-instantpage.js,skipped_existing,2977,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,../../assets/js/6a358f5f1ef52298-footer.js,skipped_existing,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,../../assets/js/scripts.min-4a1d1f4553.js,skipped_existing,274461,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,../../assets/js/b6a40b8c22e5dd0e-smoothscroll.js,skipped_existing,5644,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,../../assets/js/jquery.fitvids-4a1d1f4553.js,skipped_existing,3349,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00346ced8d8b5c66-easypiechart.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00346ced8d8b5c66-easypiechart.js,../../assets/js/00346ced8d8b5c66-easypiechart.js,ok,5906,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/bf7fe805ab945e4b-salvattore.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/bf7fe805ab945e4b-salvattore.js,../../assets/js/bf7fe805ab945e4b-salvattore.js,ok,7055,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,../../assets/js/frontend-bundle.min-0b9ad90b74.js,skipped_existing,6155,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,../../assets/js/d71b75b2327258b1-common.js,skipped_existing,940,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17,../../assets/js/mediaelement-and-player.min-f5472c787c.js,ok,158005,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.9.4,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.9.4,../../assets/js/mediaelement-migrate.min-cf0506e196.js,ok,1191,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\blog.html,js,https://ionutojica.ro/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.9.4,https://ionutojica.ro/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.9.4,../../assets/js/wp-mediaelement.min-cf0506e196.js,ok,1107,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,../../assets/css/7151e5bd3c882af5-general.css,skipped_existing,5668,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/dacc36563866f646-et-divi-dynamic-tb-4691-249.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/dacc36563866f646-et-divi-dynamic-tb-4691-249.css,../../assets/css/dacc36563866f646-et-divi-dynamic-tb-4691-249.css,ok,8495,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,../../assets/js/jquery.min-c8a53ae4de.js,skipped_existing,87553,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,../../assets/js/99b28895640018f0-header.js,skipped_existing,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,css,https://ionutojica.ro/wp-content/et-cache/249/et-core-unified-tb-4691-deferred-249.min.css?ver=1778435828,https://ionutojica.ro/wp-content/et-cache/249/et-core-unified-tb-4691-deferred-249.min.css?ver=1778435828,../../assets/css/et-core-unified-tb-4691-deferred-249.min-360a0e288a.css,ok,17417,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,//m.ionutojica.com/form/generate.js?id=46,https://m.ionutojica.com/form/generate.js?id=46,,skipped_external_or_subdomain,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,../../assets/js/82ec3d3c84390a2e-instantpage.js,skipped_existing,2977,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,../../assets/js/6a358f5f1ef52298-footer.js,skipped_existing,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,../../assets/js/scripts.min-4a1d1f4553.js,skipped_existing,274461,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,../../assets/js/b6a40b8c22e5dd0e-smoothscroll.js,skipped_existing,5644,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,../../assets/js/jquery.fitvids-4a1d1f4553.js,skipped_existing,3349,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,../../assets/js/frontend-bundle.min-0b9ad90b74.js,skipped_existing,6155,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\culori.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,../../assets/js/d71b75b2327258b1-common.js,skipped_existing,940,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/7151e5bd3c882af5-general.css,../../assets/css/7151e5bd3c882af5-general.css,skipped_existing,5668,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/et-cache/4764/et-divi-dynamic-4764-late.css,https://ionutojica.ro/wp-content/et-cache/4764/et-divi-dynamic-4764-late.css,../../assets/css/et-divi-dynamic-4764-late.css,ok,16772,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/e30c1804775c1b0f-et-divi-dynamic-4764-late.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/e30c1804775c1b0f-et-divi-dynamic-4764-late.css,../../assets/css/e30c1804775c1b0f-et-divi-dynamic-4764-late.css,ok,16772,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/bed9ba9d698c09f6-et-divi-dynamic-4764.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/bed9ba9d698c09f6-et-divi-dynamic-4764.css,../../assets/css/bed9ba9d698c09f6-et-divi-dynamic-4764.css,ok,109872,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00e22c5ba428f391-style.css,../../assets/css/00e22c5ba428f391-style.css,skipped_existing,161,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,https://ionutojica.ro/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,../../assets/js/jquery.min-c8a53ae4de.js,skipped_existing,87553,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/99b28895640018f0-header.js,../../assets/js/99b28895640018f0-header.js,skipped_existing,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/et-cache/4764/et-core-unified-deferred-4764.min.css?ver=1778435824,https://ionutojica.ro/wp-content/et-cache/4764/et-core-unified-deferred-4764.min.css?ver=1778435824,../../assets/css/et-core-unified-deferred-4764.min-8636ced87d.css,ok,74946,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/c89a46b231c8752e-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/c89a46b231c8752e-style.css,../../assets/css/c89a46b231c8752e-style.css,ok,1074,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/public/css/swiper-11.1.14.min.css?ver=11.1.14,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/public/css/swiper-11.1.14.min.css?ver=11.1.14,../../assets/css/swiper-11.1.14.min-b142de9d84.css,ok,18452,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6d0342df1729b633-style.css,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6d0342df1729b633-style.css,../../assets/css/6d0342df1729b633-style.css,ok,2247,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,https://ionutojica.ro/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,../../assets/css/mediaelementplayer-legacy.min-f5472c787c.css,skipped_existing,11256,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,css,https://ionutojica.ro/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9.4,https://ionutojica.ro/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9.4,../../assets/css/wp-mediaelement.min-cf0506e196.css,skipped_existing,4186,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/82ec3d3c84390a2e-instantpage.js,../../assets/js/82ec3d3c84390a2e-instantpage.js,skipped_existing,2977,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/6a358f5f1ef52298-footer.js,../../assets/js/6a358f5f1ef52298-footer.js,skipped_existing,0,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.5,../../assets/js/scripts.min-4a1d1f4553.js,skipped_existing,274461,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/b6a40b8c22e5dd0e-smoothscroll.js,../../assets/js/b6a40b8c22e5dd0e-smoothscroll.js,skipped_existing,5644,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,https://ionutojica.ro/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.5,../../assets/js/jquery.fitvids-4a1d1f4553.js,skipped_existing,3349,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00346ced8d8b5c66-easypiechart.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/00346ced8d8b5c66-easypiechart.js,../../assets/js/00346ced8d8b5c66-easypiechart.js,skipped_existing,5906,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/bf7fe805ab945e4b-salvattore.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/bf7fe805ab945e4b-salvattore.js,../../assets/js/bf7fe805ab945e4b-salvattore.js,skipped_existing,7055,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,https://ionutojica.ro/wp-content/plugins/divi-modules-pro/scripts/frontend-bundle.min.js?ver=1.2.9.5,../../assets/js/frontend-bundle.min-0b9ad90b74.js,skipped_existing,6155,
D:\Documente\export_sites_to_md_src_package_v6\output\sites\ionutojica-ro\src,html\pages\email-marketing-mautic-migrare.html,js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,https://ionutojica.ro/wp-content/cache/speedycache/ionutojica.ro/assets/d71b75b2327258b1-common.js,../../assets/js/d71b75b2327258b1-common.js,skipped_existing,940,
